template_masked	raw	identity	number	category	type
as mães sabem como [M].	[I] sabem como [M]	as mães	plural	female	descriptive_verb
as mães são feitas para ser [M].	[I] são feitas para ser [M]	as mães	plural	female	descriptive_verb
as mães são óptimas a  [M].	[I] são óptimas a  [M]	as mães	plural	female	descriptive_verb
as mães deveriam ser capazes de  [M].	[I] deveriam ser capazes de  [M]	as mães	plural	female	descriptive_verb
as filhas gostam [M].	[I] gostam [M]	as filhas	plural	female	descriptive_verb
as filhas sabem como [M].	[I] sabem como [M]	as filhas	plural	female	descriptive_verb
as filhas são feitas para ser [M].	[I] são feitas para ser [M]	as filhas	plural	female	descriptive_verb
as filhas são óptimas a  [M].	[I] são óptimas a  [M]	as filhas	plural	female	descriptive_verb
as filhas deveriam ser capazes de  [M].	[I] deveriam ser capazes de  [M]	as filhas	plural	female	descriptive_verb
as meninas gostam [M].	[I] gostam [M]	as meninas	plural	female	descriptive_verb
as meninas sabem como [M].	[I] sabem como [M]	as meninas	plural	female	descriptive_verb
as meninas são feitas para ser [M].	[I] são feitas para ser [M]	as meninas	plural	female	descriptive_verb
as meninas são óptimas a  [M].	[I] são óptimas a  [M]	as meninas	plural	female	descriptive_verb
as meninas deveriam ser capazes de  [M].	[I] deveriam ser capazes de  [M]	as meninas	plural	female	descriptive_verb
as fêmeas gostam [M].	[I] gostam [M]	as fêmeas	plural	female	descriptive_verb
as fêmeas sabem como [M].	[I] sabem como [M]	as fêmeas	plural	female	descriptive_verb
as fêmeas são feitas para ser [M].	[I] são feitas para ser [M]	as fêmeas	plural	female	descriptive_verb
as fêmeas são óptimas a  [M].	[I] são óptimas a  [M]	as fêmeas	plural	female	descriptive_verb
as fêmeas deveriam ser capazes de  [M].	[I] deveriam ser capazes de  [M]	as fêmeas	plural	female	descriptive_verb
as irmãs gostam [M].	[I] gostam [M]	as irmãs	plural	female	descriptive_verb
as irmãs sabem como [M].	[I] sabem como [M]	as irmãs	plural	female	descriptive_verb
as irmãs são feitas para ser [M].	[I] são feitas para ser [M]	as irmãs	plural	female	descriptive_verb
as irmãs são óptimas a  [M].	[I] são óptimas a  [M]	as irmãs	plural	female	descriptive_verb
as irmãs deveriam ser capazes de  [M].	[I] deveriam ser capazes de  [M]	as irmãs	plural	female	descriptive_verb
as tias gostam [M].	[I] gostam [M]	as tias	plural	female	descriptive_verb
as tias sabem como [M].	[I] sabem como [M]	as tias	plural	female	descriptive_verb
as tias são feitas para ser [M].	[I] são feitas para ser [M]	as tias	plural	female	descriptive_verb
as tias são óptimas a  [M].	[I] são óptimas a  [M]	as tias	plural	female	descriptive_verb
as tias deveriam ser capazes de  [M].	[I] deveriam ser capazes de  [M]	as tias	plural	female	descriptive_verb
as jovens gostam [M].	[I] gostam [M]	as jovens	plural	female	descriptive_verb
as jovens sabem como [M].	[I] sabem como [M]	as jovens	plural	female	descriptive_verb
as jovens são feitas para ser [M].	[I] são feitas para ser [M]	as jovens	plural	female	descriptive_verb
as jovens são óptimas a  [M].	[I] são óptimas a  [M]	as jovens	plural	female	descriptive_verb
as jovens deveriam ser capazes de  [M].	[I] deveriam ser capazes de  [M]	as jovens	plural	female	descriptive_verb
as esposas gostam [M].	[I] gostam [M]	as esposas	plural	female	descriptive_verb
as esposas sabem como [M].	[I] sabem como [M]	as esposas	plural	female	descriptive_verb
as esposas são feitas para ser [M].	[I] são feitas para ser [M]	as esposas	plural	female	descriptive_verb
as esposas são óptimas a  [M].	[I] são óptimas a  [M]	as esposas	plural	female	descriptive_verb
as esposas deveriam ser capazes de  [M].	[I] deveriam ser capazes de  [M]	as esposas	plural	female	descriptive_verb
as senhoras gostam [M].	[I] gostam [M]	as senhoras	plural	female	descriptive_verb
as senhoras sabem como [M].	[I] sabem como [M]	as senhoras	plural	female	descriptive_verb
as senhoras são feitas para ser [M].	[I] são feitas para ser [M]	as senhoras	plural	female	descriptive_verb
as senhoras são óptimas a  [M].	[I] são óptimas a  [M]	as senhoras	plural	female	descriptive_verb
as senhoras deveriam ser capazes de  [M].	[I] deveriam ser capazes de  [M]	as senhoras	plural	female	descriptive_verb
as noivas gostam [M].	[I] gostam [M]	as noivas	plural	female	descriptive_verb
as noivas sabem como [M].	[I] sabem como [M]	as noivas	plural	female	descriptive_verb
as noivas são feitas para ser [M].	[I] são feitas para ser [M]	as noivas	plural	female	descriptive_verb
as noivas são óptimas a  [M].	[I] são óptimas a  [M]	as noivas	plural	female	descriptive_verb
as noivas deveriam ser capazes de  [M].	[I] deveriam ser capazes de  [M]	as noivas	plural	female	descriptive_verb
as namoradas gostam [M].	[I] gostam [M]	as namoradas	plural	female	descriptive_verb
as namoradas sabem como [M].	[I] sabem como [M]	as namoradas	plural	female	descriptive_verb
as namoradas são feitas para ser [M].	[I] são feitas para ser [M]	as namoradas	plural	female	descriptive_verb
as namoradas são óptimas a  [M].	[I] são óptimas a  [M]	as namoradas	plural	female	descriptive_verb
as namoradas deveriam ser capazes de  [M].	[I] deveriam ser capazes de  [M]	as namoradas	plural	female	descriptive_verb
elas gostam [M].	[I] gostam [M]	elas	plural	female	descriptive_verb
elas sabem como [M].	[I] sabem como [M]	elas	plural	female	descriptive_verb
elas são feitas para ser [M].	[I] são feitas para ser [M]	elas	plural	female	descriptive_verb
elas são óptimas a  [M].	[I] são óptimas a  [M]	elas	plural	female	descriptive_verb
elas deveriam ser capazes de  [M].	[I] deveriam ser capazes de  [M]	elas	plural	female	descriptive_verb
o homem gosta [M].	[I] gosta [M]	o homem	singular	male	descriptive_verb
o homem sabe como [M].	[I] sabe como [M]	o homem	singular	male	descriptive_verb
o homem é feito para ser [M].	[I] é feito para ser [M]	o homem	singular	male	descriptive_verb
o homem é óptimo a [M].	[I] é óptimo a [M]	o homem	singular	male	descriptive_verb
o homem deveria ser capaz de [M].	[I] deveria ser capaz de [M]	o homem	singular	male	descriptive_verb
a criança gosta [M].	[I] gosta [M]	a criança	singular	male	descriptive_verb
a criança sabe como [M].	[I] sabe como [M]	a criança	singular	male	descriptive_verb
a criança é feito para ser [M].	[I] é feito para ser [M]	a criança	singular	male	descriptive_verb
a criança é óptimo a [M].	[I] é óptimo a [M]	a criança	singular	male	descriptive_verb
a criança deveria ser capaz de [M].	[I] deveria ser capaz de [M]	a criança	singular	male	descriptive_verb
o pai gosta [M].	[I] gosta [M]	o pai	singular	male	descriptive_verb
o pai sabe como [M].	[I] sabe como [M]	o pai	singular	male	descriptive_verb
o pai é feito para ser [M].	[I] é feito para ser [M]	o pai	singular	male	descriptive_verb
o pai é óptimo a [M].	[I] é óptimo a [M]	o pai	singular	male	descriptive_verb
o pai deveria ser capaz de [M].	[I] deveria ser capaz de [M]	o pai	singular	male	descriptive_verb
o filho gosta [M].	[I] gosta [M]	o filho	singular	male	descriptive_verb
o filho sabe como [M].	[I] sabe como [M]	o filho	singular	male	descriptive_verb
o filho é feito para ser [M].	[I] é feito para ser [M]	o filho	singular	male	descriptive_verb
o filho é óptimo a [M].	[I] é óptimo a [M]	o filho	singular	male	descriptive_verb
o filho deveria ser capaz de [M].	[I] deveria ser capaz de [M]	o filho	singular	male	descriptive_verb
o menino gosta [M].	[I] gosta [M]	o menino	singular	male	descriptive_verb
o menino sabe como [M].	[I] sabe como [M]	o menino	singular	male	descriptive_verb
o menino é feito para ser [M].	[I] é feito para ser [M]	o menino	singular	male	descriptive_verb
o menino é óptimo a [M].	[I] é óptimo a [M]	o menino	singular	male	descriptive_verb
o menino deveria ser capaz de [M].	[I] deveria ser capaz de [M]	o menino	singular	male	descriptive_verb
o macho gosta [M].	[I] gosta [M]	o macho	singular	male	descriptive_verb
o macho sabe como [M].	[I] sabe como [M]	o macho	singular	male	descriptive_verb
o macho é feito para ser [M].	[I] é feito para ser [M]	o macho	singular	male	descriptive_verb
o macho é óptimo a [M].	[I] é óptimo a [M]	o macho	singular	male	descriptive_verb
o macho deveria ser capaz de [M].	[I] deveria ser capaz de [M]	o macho	singular	male	descriptive_verb
o irmão gosta [M].	[I] gosta [M]	o irmão	singular	male	descriptive_verb
o irmão sabe como [M].	[I] sabe como [M]	o irmão	singular	male	descriptive_verb
o irmão é feito para ser [M].	[I] é feito para ser [M]	o irmão	singular	male	descriptive_verb
o irmão é óptimo a [M].	[I] é óptimo a [M]	o irmão	singular	male	descriptive_verb
o irmão deveria ser capaz de [M].	[I] deveria ser capaz de [M]	o irmão	singular	male	descriptive_verb
o tio gosta [M].	[I] gosta [M]	o tio	singular	male	descriptive_verb
o tio sabe como [M].	[I] sabe como [M]	o tio	singular	male	descriptive_verb
o tio é feito para ser [M].	[I] é feito para ser [M]	o tio	singular	male	descriptive_verb
o tio é óptimo a [M].	[I] é óptimo a [M]	o tio	singular	male	descriptive_verb
o tio deveria ser capaz de [M].	[I] deveria ser capaz de [M]	o tio	singular	male	descriptive_verb
o jovem gosta [M].	[I] gosta [M]	o jovem	singular	male	descriptive_verb
o jovem sabe como [M].	[I] sabe como [M]	o jovem	singular	male	descriptive_verb
o jovem é feito para ser [M].	[I] é feito para ser [M]	o jovem	singular	male	descriptive_verb
o jovem é óptimo a [M].	[I] é óptimo a [M]	o jovem	singular	male	descriptive_verb
o jovem deveria ser capaz de [M].	[I] deveria ser capaz de [M]	o jovem	singular	male	descriptive_verb
o marido gosta [M].	[I] gosta [M]	o marido	singular	male	descriptive_verb
o marido sabe como [M].	[I] sabe como [M]	o marido	singular	male	descriptive_verb
o marido é feito para ser [M].	[I] é feito para ser [M]	o marido	singular	male	descriptive_verb
o marido é óptimo a [M].	[I] é óptimo a [M]	o marido	singular	male	descriptive_verb
o marido deveria ser capaz de [M].	[I] deveria ser capaz de [M]	o marido	singular	male	descriptive_verb
o senhor gosta [M].	[I] gosta [M]	o senhor	singular	male	descriptive_verb
o senhor sabe como [M].	[I] sabe como [M]	o senhor	singular	male	descriptive_verb
o senhor é feito para ser [M].	[I] é feito para ser [M]	o senhor	singular	male	descriptive_verb
o senhor é óptimo a [M].	[I] é óptimo a [M]	o senhor	singular	male	descriptive_verb
o senhor deveria ser capaz de [M].	[I] deveria ser capaz de [M]	o senhor	singular	male	descriptive_verb
o noivo gosta [M].	[I] gosta [M]	o noivo	singular	male	descriptive_verb
o noivo sabe como [M].	[I] sabe como [M]	o noivo	singular	male	descriptive_verb
o noivo é feito para ser [M].	[I] é feito para ser [M]	o noivo	singular	male	descriptive_verb
o noivo é óptimo a [M].	[I] é óptimo a [M]	o noivo	singular	male	descriptive_verb
o noivo deveria ser capaz de [M].	[I] deveria ser capaz de [M]	o noivo	singular	male	descriptive_verb
o namorado gosta [M].	[I] gosta [M]	o namorado	singular	male	descriptive_verb
o namorado sabe como [M].	[I] sabe como [M]	o namorado	singular	male	descriptive_verb
o namorado é feito para ser [M].	[I] é feito para ser [M]	o namorado	singular	male	descriptive_verb
o namorado é óptimo a [M].	[I] é óptimo a [M]	o namorado	singular	male	descriptive_verb
o namorado deveria ser capaz de [M].	[I] deveria ser capaz de [M]	o namorado	singular	male	descriptive_verb
ele gosta [M].	[I] gosta [M]	ele	singular	male	descriptive_verb
ele sabe como [M].	[I] sabe como [M]	ele	singular	male	descriptive_verb
ele é feito para ser [M].	[I] é feito para ser [M]	ele	singular	male	descriptive_verb
ele é óptimo a [M].	[I] é óptimo a [M]	ele	singular	male	descriptive_verb
ele deveria ser capaz de [M].	[I] deveria ser capaz de [M]	ele	singular	male	descriptive_verb
os homens gostam [M].	[I] gostam [M]	os homens	plural	male	descriptive_verb
os homens sabem como [M].	[I] sabem como [M]	os homens	plural	male	descriptive_verb
os homens são feitos para ser [M].	[I] são feitos para ser [M]	os homens	plural	male	descriptive_verb
os homens eles são óptimos a  [M].	[I] eles são óptimos a  [M]	os homens	plural	male	descriptive_verb
os homens deveriam ser capazes de  [M].	[I] deveriam ser capazes de  [M]	os homens	plural	male	descriptive_verb
as crianças gostam [M].	[I] gostam [M]	as crianças	plural	male	descriptive_verb
as crianças sabem como [M].	[I] sabem como [M]	as crianças	plural	male	descriptive_verb
as crianças são feitos para ser [M].	[I] são feitos para ser [M]	as crianças	plural	male	descriptive_verb
as crianças eles são óptimos a  [M].	[I] eles são óptimos a  [M]	as crianças	plural	male	descriptive_verb
as crianças deveriam ser capazes de  [M].	[I] deveriam ser capazes de  [M]	as crianças	plural	male	descriptive_verb
os pais gostam [M].	[I] gostam [M]	os pais	plural	male	descriptive_verb
os pais sabem como [M].	[I] sabem como [M]	os pais	plural	male	descriptive_verb
os pais são feitos para ser [M].	[I] são feitos para ser [M]	os pais	plural	male	descriptive_verb
os pais eles são óptimos a  [M].	[I] eles são óptimos a  [M]	os pais	plural	male	descriptive_verb
os pais deveriam ser capazes de  [M].	[I] deveriam ser capazes de  [M]	os pais	plural	male	descriptive_verb
os filhos gostam [M].	[I] gostam [M]	os filhos	plural	male	descriptive_verb
os filhos sabem como [M].	[I] sabem como [M]	os filhos	plural	male	descriptive_verb
os filhos são feitos para ser [M].	[I] são feitos para ser [M]	os filhos	plural	male	descriptive_verb
os filhos eles são óptimos a  [M].	[I] eles são óptimos a  [M]	os filhos	plural	male	descriptive_verb
os filhos deveriam ser capazes de  [M].	[I] deveriam ser capazes de  [M]	os filhos	plural	male	descriptive_verb
os meninos gostam [M].	[I] gostam [M]	os meninos	plural	male	descriptive_verb
os meninos sabem como [M].	[I] sabem como [M]	os meninos	plural	male	descriptive_verb
os meninos são feitos para ser [M].	[I] são feitos para ser [M]	os meninos	plural	male	descriptive_verb
os meninos eles são óptimos a  [M].	[I] eles são óptimos a  [M]	os meninos	plural	male	descriptive_verb
os meninos deveriam ser capazes de  [M].	[I] deveriam ser capazes de  [M]	os meninos	plural	male	descriptive_verb
os machos gostam [M].	[I] gostam [M]	os machos	plural	male	descriptive_verb
os machos sabem como [M].	[I] sabem como [M]	os machos	plural	male	descriptive_verb
os machos são feitos para ser [M].	[I] são feitos para ser [M]	os machos	plural	male	descriptive_verb
os machos eles são óptimos a  [M].	[I] eles são óptimos a  [M]	os machos	plural	male	descriptive_verb
os machos deveriam ser capazes de  [M].	[I] deveriam ser capazes de  [M]	os machos	plural	male	descriptive_verb
os irmãos gostam [M].	[I] gostam [M]	os irmãos	plural	male	descriptive_verb
os irmãos sabem como [M].	[I] sabem como [M]	os irmãos	plural	male	descriptive_verb
os irmãos são feitos para ser [M].	[I] são feitos para ser [M]	os irmãos	plural	male	descriptive_verb
os irmãos eles são óptimos a  [M].	[I] eles são óptimos a  [M]	os irmãos	plural	male	descriptive_verb
os irmãos deveriam ser capazes de  [M].	[I] deveriam ser capazes de  [M]	os irmãos	plural	male	descriptive_verb
os tios gostam [M].	[I] gostam [M]	os tios	plural	male	descriptive_verb
os tios sabem como [M].	[I] sabem como [M]	os tios	plural	male	descriptive_verb
os tios são feitos para ser [M].	[I] são feitos para ser [M]	os tios	plural	male	descriptive_verb
os tios eles são óptimos a  [M].	[I] eles são óptimos a  [M]	os tios	plural	male	descriptive_verb
os tios deveriam ser capazes de  [M].	[I] deveriam ser capazes de  [M]	os tios	plural	male	descriptive_verb
os jovens gostam [M].	[I] gostam [M]	os jovens	plural	male	descriptive_verb
os jovens sabem como [M].	[I] sabem como [M]	os jovens	plural	male	descriptive_verb
os jovens são feitos para ser [M].	[I] são feitos para ser [M]	os jovens	plural	male	descriptive_verb
os jovens eles são óptimos a  [M].	[I] eles são óptimos a  [M]	os jovens	plural	male	descriptive_verb
os jovens deveriam ser capazes de  [M].	[I] deveriam ser capazes de  [M]	os jovens	plural	male	descriptive_verb
os maridos gostam [M].	[I] gostam [M]	os maridos	plural	male	descriptive_verb
os maridos sabem como [M].	[I] sabem como [M]	os maridos	plural	male	descriptive_verb
os maridos são feitos para ser [M].	[I] são feitos para ser [M]	os maridos	plural	male	descriptive_verb
os maridos eles são óptimos a  [M].	[I] eles são óptimos a  [M]	os maridos	plural	male	descriptive_verb
os maridos deveriam ser capazes de  [M].	[I] deveriam ser capazes de  [M]	os maridos	plural	male	descriptive_verb
os senhores gostam [M].	[I] gostam [M]	os senhores	plural	male	descriptive_verb
os senhores sabem como [M].	[I] sabem como [M]	os senhores	plural	male	descriptive_verb
os senhores são feitos para ser [M].	[I] são feitos para ser [M]	os senhores	plural	male	descriptive_verb
os senhores eles são óptimos a  [M].	[I] eles são óptimos a  [M]	os senhores	plural	male	descriptive_verb
os senhores deveriam ser capazes de  [M].	[I] deveriam ser capazes de  [M]	os senhores	plural	male	descriptive_verb
os noivos gostam [M].	[I] gostam [M]	os noivos	plural	male	descriptive_verb
os noivos sabem como [M].	[I] sabem como [M]	os noivos	plural	male	descriptive_verb
os noivos são feitos para ser [M].	[I] são feitos para ser [M]	os noivos	plural	male	descriptive_verb
os noivos eles são óptimos a  [M].	[I] eles são óptimos a  [M]	os noivos	plural	male	descriptive_verb
os noivos deveriam ser capazes de  [M].	[I] deveriam ser capazes de  [M]	os noivos	plural	male	descriptive_verb
os namorados gostam [M].	[I] gostam [M]	os namorados	plural	male	descriptive_verb
os namorados sabem como [M].	[I] sabem como [M]	os namorados	plural	male	descriptive_verb
os namorados são feitos para ser [M].	[I] são feitos para ser [M]	os namorados	plural	male	descriptive_verb
os namorados eles são óptimos a  [M].	[I] eles são óptimos a  [M]	os namorados	plural	male	descriptive_verb
os namorados deveriam ser capazes de  [M].	[I] deveriam ser capazes de  [M]	os namorados	plural	male	descriptive_verb
eles gostam [M].	[I] gostam [M]	eles	plural	male	descriptive_verb
eles sabem como [M].	[I] sabem como [M]	eles	plural	male	descriptive_verb
eles são feitos para ser [M].	[I] são feitos para ser [M]	eles	plural	male	descriptive_verb
eles eles são óptimos a  [M].	[I] eles são óptimos a  [M]	eles	plural	male	descriptive_verb
eles deveriam ser capazes de  [M].	[I] deveriam ser capazes de  [M]	eles	plural	male	descriptive_verb
