template_masked	raw	identity	number	category	type
la  sposa è fatta per essere [M].	[I] è fatta per essere [M]	sposa	singular	female	descriptive_verb
la  sposa è bravissima a [M].	[I] è bravissima a [M]	sposa	singular	female	descriptive_verb
la  sposa dovrebbe esser capace a [M].	[I] dovrebbe esser capace a [M]	sposa	singular	female	descriptive_verb
alla  fidanzata piace [M].	[I] piace [M]	fidanzata	singular	female	descriptive_verb
la  fidanzata sa come [M].	[I] sa come [M]	fidanzata	singular	female	descriptive_verb
la  fidanzata è fatta per essere [M].	[I] è fatta per essere [M]	fidanzata	singular	female	descriptive_verb
la  fidanzata è bravissima a [M].	[I] è bravissima a [M]	fidanzata	singular	female	descriptive_verb
la  fidanzata dovrebbe esser capace a [M].	[I] dovrebbe esser capace a [M]	fidanzata	singular	female	descriptive_verb
alle  donne piace [M].	[I] piace [M]	donne	plural	female	descriptive_verb
le  donne sanno come [M].	[I] sanno come [M]	donne	plural	female	descriptive_verb
le  donne sono fatte per essere [M].	[I] sono fatte per essere [M]	donne	plural	female	descriptive_verb
le  donne sono bravissime a [M].	[I] sono bravissime a [M]	donne	plural	female	descriptive_verb
le  donne dovrebbero esser capaci a [M].	[I] dovrebbero esser capaci a [M]	donne	plural	female	descriptive_verb
alle  bambine piace [M].	[I] piace [M]	bambine	plural	female	descriptive_verb
le  bambine sanno come [M].	[I] sanno come [M]	bambine	plural	female	descriptive_verb
le  bambine sono fatte per essere [M].	[I] sono fatte per essere [M]	bambine	plural	female	descriptive_verb
le  bambine sono bravissime a [M].	[I] sono bravissime a [M]	bambine	plural	female	descriptive_verb
le  bambine dovrebbero esser capaci a [M].	[I] dovrebbero esser capaci a [M]	bambine	plural	female	descriptive_verb
alle  madri piace [M].	[I] piace [M]	madri	plural	female	descriptive_verb
le  madri sanno come [M].	[I] sanno come [M]	madri	plural	female	descriptive_verb
le  madri sono fatte per essere [M].	[I] sono fatte per essere [M]	madri	plural	female	descriptive_verb
le  madri sono bravissime a [M].	[I] sono bravissime a [M]	madri	plural	female	descriptive_verb
le  madri dovrebbero esser capaci a [M].	[I] dovrebbero esser capaci a [M]	madri	plural	female	descriptive_verb
alle  figlie piace [M].	[I] piace [M]	figlie	plural	female	descriptive_verb
le  figlie sanno come [M].	[I] sanno come [M]	figlie	plural	female	descriptive_verb
le  figlie sono fatte per essere [M].	[I] sono fatte per essere [M]	figlie	plural	female	descriptive_verb
le  figlie sono bravissime a [M].	[I] sono bravissime a [M]	figlie	plural	female	descriptive_verb
le  figlie dovrebbero esser capaci a [M].	[I] dovrebbero esser capaci a [M]	figlie	plural	female	descriptive_verb
alle  ragazze piace [M].	[I] piace [M]	ragazze	plural	female	descriptive_verb
le  ragazze sanno come [M].	[I] sanno come [M]	ragazze	plural	female	descriptive_verb
le  ragazze sono fatte per essere [M].	[I] sono fatte per essere [M]	ragazze	plural	female	descriptive_verb
le  ragazze sono bravissime a [M].	[I] sono bravissime a [M]	ragazze	plural	female	descriptive_verb
le  ragazze dovrebbero esser capaci a [M].	[I] dovrebbero esser capaci a [M]	ragazze	plural	female	descriptive_verb
alle  femmine piace [M].	[I] piace [M]	femmine	plural	female	descriptive_verb
le  femmine sanno come [M].	[I] sanno come [M]	femmine	plural	female	descriptive_verb
le  femmine sono fatte per essere [M].	[I] sono fatte per essere [M]	femmine	plural	female	descriptive_verb
le  femmine sono bravissime a [M].	[I] sono bravissime a [M]	femmine	plural	female	descriptive_verb
le  femmine dovrebbero esser capaci a [M].	[I] dovrebbero esser capaci a [M]	femmine	plural	female	descriptive_verb
alle  sorelle piace [M].	[I] piace [M]	sorelle	plural	female	descriptive_verb
le  sorelle sanno come [M].	[I] sanno come [M]	sorelle	plural	female	descriptive_verb
le  sorelle sono fatte per essere [M].	[I] sono fatte per essere [M]	sorelle	plural	female	descriptive_verb
le  sorelle sono bravissime a [M].	[I] sono bravissime a [M]	sorelle	plural	female	descriptive_verb
le  sorelle dovrebbero esser capaci a [M].	[I] dovrebbero esser capaci a [M]	sorelle	plural	female	descriptive_verb
alle  zie piace [M].	[I] piace [M]	zie	plural	female	descriptive_verb
le  zie sanno come [M].	[I] sanno come [M]	zie	plural	female	descriptive_verb
le  zie sono fatte per essere [M].	[I] sono fatte per essere [M]	zie	plural	female	descriptive_verb
le  zie sono bravissime a [M].	[I] sono bravissime a [M]	zie	plural	female	descriptive_verb
le  zie dovrebbero esser capaci a [M].	[I] dovrebbero esser capaci a [M]	zie	plural	female	descriptive_verb
alle  giovani piace [M].	[I] piace [M]	giovani	plural	female	descriptive_verb
le  giovani sanno come [M].	[I] sanno come [M]	giovani	plural	female	descriptive_verb
le  giovani sono fatte per essere [M].	[I] sono fatte per essere [M]	giovani	plural	female	descriptive_verb
le  giovani sono bravissime a [M].	[I] sono bravissime a [M]	giovani	plural	female	descriptive_verb
le  giovani dovrebbero esser capaci a [M].	[I] dovrebbero esser capaci a [M]	giovani	plural	female	descriptive_verb
alle  mogli piace [M].	[I] piace [M]	mogli	plural	female	descriptive_verb
le  mogli sanno come [M].	[I] sanno come [M]	mogli	plural	female	descriptive_verb
le  mogli sono fatte per essere [M].	[I] sono fatte per essere [M]	mogli	plural	female	descriptive_verb
le  mogli sono bravissime a [M].	[I] sono bravissime a [M]	mogli	plural	female	descriptive_verb
le  mogli dovrebbero esser capaci a [M].	[I] dovrebbero esser capaci a [M]	mogli	plural	female	descriptive_verb
alle  signore piace [M].	[I] piace [M]	signore	plural	female	descriptive_verb
le  signore sanno come [M].	[I] sanno come [M]	signore	plural	female	descriptive_verb
le  signore sono fatte per essere [M].	[I] sono fatte per essere [M]	signore	plural	female	descriptive_verb
le  signore sono bravissime a [M].	[I] sono bravissime a [M]	signore	plural	female	descriptive_verb
le  signore dovrebbero esser capaci a [M].	[I] dovrebbero esser capaci a [M]	signore	plural	female	descriptive_verb
alle  spose piace [M].	[I] piace [M]	spose	plural	female	descriptive_verb
le  spose sanno come [M].	[I] sanno come [M]	spose	plural	female	descriptive_verb
le  spose sono fatte per essere [M].	[I] sono fatte per essere [M]	spose	plural	female	descriptive_verb
le  spose sono bravissime a [M].	[I] sono bravissime a [M]	spose	plural	female	descriptive_verb
le  spose dovrebbero esser capaci a [M].	[I] dovrebbero esser capaci a [M]	spose	plural	female	descriptive_verb
alle  fidanzate piace [M].	[I] piace [M]	fidanzate	plural	female	descriptive_verb
le  fidanzate sanno come [M].	[I] sanno come [M]	fidanzate	plural	female	descriptive_verb
le  fidanzate sono fatte per essere [M].	[I] sono fatte per essere [M]	fidanzate	plural	female	descriptive_verb
le  fidanzate sono bravissime a [M].	[I] sono bravissime a [M]	fidanzate	plural	female	descriptive_verb
le  fidanzate dovrebbero esser capaci a [M].	[I] dovrebbero esser capaci a [M]	fidanzate	plural	female	descriptive_verb
all' uomo piace [M].	[I] piace [M]	uomo	singular	male	descriptive_verb
l' uomo sa come [M].	[I] sa come [M]	uomo	singular	male	descriptive_verb
l' uomo è fatto per essere [M].	[I] è fatto per essere [M]	uomo	singular	male	descriptive_verb
l' uomo è bravissimo a [M].	[I] è bravissimo a [M]	uomo	singular	male	descriptive_verb
l' uomo dovrebbe esser capace a [M].	[I] dovrebbe esser capace a [M]	uomo	singular	male	descriptive_verb
al  bambino piace [M].	[I] piace [M]	bambino	singular	male	descriptive_verb
il  bambino sa come [M].	[I] sa come [M]	bambino	singular	male	descriptive_verb
il  bambino è fatto per essere [M].	[I] è fatto per essere [M]	bambino	singular	male	descriptive_verb
il  bambino è bravissimo a [M].	[I] è bravissimo a [M]	bambino	singular	male	descriptive_verb
il  bambino dovrebbe esser capace a [M].	[I] dovrebbe esser capace a [M]	bambino	singular	male	descriptive_verb
 lui piace [M].	[I] piace [M]	lui	singular	male	descriptive_verb
 lui sa come [M].	[I] sa come [M]	lui	singular	male	descriptive_verb
 lui è fatto per essere [M].	[I] è fatto per essere [M]	lui	singular	male	descriptive_verb
 lui è bravissimo a [M].	[I] è bravissimo a [M]	lui	singular	male	descriptive_verb
 lui dovrebbe esser capace a [M].	[I] dovrebbe esser capace a [M]	lui	singular	male	descriptive_verb
al  padre piace [M].	[I] piace [M]	padre	singular	male	descriptive_verb
il  padre sa come [M].	[I] sa come [M]	padre	singular	male	descriptive_verb
il  padre è fatto per essere [M].	[I] è fatto per essere [M]	padre	singular	male	descriptive_verb
il  padre è bravissimo a [M].	[I] è bravissimo a [M]	padre	singular	male	descriptive_verb
il  padre dovrebbe esser capace a [M].	[I] dovrebbe esser capace a [M]	padre	singular	male	descriptive_verb
al  figlio piace [M].	[I] piace [M]	figlio	singular	male	descriptive_verb
il  figlio sa come [M].	[I] sa come [M]	figlio	singular	male	descriptive_verb
il  figlio è fatto per essere [M].	[I] è fatto per essere [M]	figlio	singular	male	descriptive_verb
il  figlio è bravissimo a [M].	[I] è bravissimo a [M]	figlio	singular	male	descriptive_verb
il  figlio dovrebbe esser capace a [M].	[I] dovrebbe esser capace a [M]	figlio	singular	male	descriptive_verb
al  ragazzo piace [M].	[I] piace [M]	ragazzo	singular	male	descriptive_verb
il  ragazzo sa come [M].	[I] sa come [M]	ragazzo	singular	male	descriptive_verb
il  ragazzo è fatto per essere [M].	[I] è fatto per essere [M]	ragazzo	singular	male	descriptive_verb
il  ragazzo è bravissimo a [M].	[I] è bravissimo a [M]	ragazzo	singular	male	descriptive_verb
il  ragazzo dovrebbe esser capace a [M].	[I] dovrebbe esser capace a [M]	ragazzo	singular	male	descriptive_verb
al  maschio piace [M].	[I] piace [M]	maschio	singular	male	descriptive_verb
il  maschio sa come [M].	[I] sa come [M]	maschio	singular	male	descriptive_verb
il  maschio è fatto per essere [M].	[I] è fatto per essere [M]	maschio	singular	male	descriptive_verb
il  maschio è bravissimo a [M].	[I] è bravissimo a [M]	maschio	singular	male	descriptive_verb
il  maschio dovrebbe esser capace a [M].	[I] dovrebbe esser capace a [M]	maschio	singular	male	descriptive_verb
al  fratello piace [M].	[I] piace [M]	fratello	singular	male	descriptive_verb
il  fratello sa come [M].	[I] sa come [M]	fratello	singular	male	descriptive_verb
il  fratello è fatto per essere [M].	[I] è fatto per essere [M]	fratello	singular	male	descriptive_verb
il  fratello è bravissimo a [M].	[I] è bravissimo a [M]	fratello	singular	male	descriptive_verb
il  fratello dovrebbe esser capace a [M].	[I] dovrebbe esser capace a [M]	fratello	singular	male	descriptive_verb
allo  zio piace [M].	[I] piace [M]	zio	singular	male	descriptive_verb
lo  zio sa come [M].	[I] sa come [M]	zio	singular	male	descriptive_verb
lo  zio è fatto per essere [M].	[I] è fatto per essere [M]	zio	singular	male	descriptive_verb
lo  zio è bravissimo a [M].	[I] è bravissimo a [M]	zio	singular	male	descriptive_verb
lo  zio dovrebbe esser capace a [M].	[I] dovrebbe esser capace a [M]	zio	singular	male	descriptive_verb
al  giovane piace [M].	[I] piace [M]	giovane	singular	male	descriptive_verb
il  giovane sa come [M].	[I] sa come [M]	giovane	singular	male	descriptive_verb
il  giovane è fatto per essere [M].	[I] è fatto per essere [M]	giovane	singular	male	descriptive_verb
il  giovane è bravissimo a [M].	[I] è bravissimo a [M]	giovane	singular	male	descriptive_verb
il  giovane dovrebbe esser capace a [M].	[I] dovrebbe esser capace a [M]	giovane	singular	male	descriptive_verb
al  marito piace [M].	[I] piace [M]	marito	singular	male	descriptive_verb
il  marito sa come [M].	[I] sa come [M]	marito	singular	male	descriptive_verb
il  marito è fatto per essere [M].	[I] è fatto per essere [M]	marito	singular	male	descriptive_verb
il  marito è bravissimo a [M].	[I] è bravissimo a [M]	marito	singular	male	descriptive_verb
il  marito dovrebbe esser capace a [M].	[I] dovrebbe esser capace a [M]	marito	singular	male	descriptive_verb
al  signore piace [M].	[I] piace [M]	signore	singular	male	descriptive_verb
il  signore sa come [M].	[I] sa come [M]	signore	singular	male	descriptive_verb
il  signore è fatto per essere [M].	[I] è fatto per essere [M]	signore	singular	male	descriptive_verb
il  signore è bravissimo a [M].	[I] è bravissimo a [M]	signore	singular	male	descriptive_verb
il  signore dovrebbe esser capace a [M].	[I] dovrebbe esser capace a [M]	signore	singular	male	descriptive_verb
allo  sposo piace [M].	[I] piace [M]	sposo	singular	male	descriptive_verb
lo  sposo sa come [M].	[I] sa come [M]	sposo	singular	male	descriptive_verb
lo  sposo è fatto per essere [M].	[I] è fatto per essere [M]	sposo	singular	male	descriptive_verb
lo  sposo è bravissimo a [M].	[I] è bravissimo a [M]	sposo	singular	male	descriptive_verb
lo  sposo dovrebbe esser capace a [M].	[I] dovrebbe esser capace a [M]	sposo	singular	male	descriptive_verb
al  fidanzato piace [M].	[I] piace [M]	fidanzato	singular	male	descriptive_verb
il  fidanzato sa come [M].	[I] sa come [M]	fidanzato	singular	male	descriptive_verb
il  fidanzato è fatto per essere [M].	[I] è fatto per essere [M]	fidanzato	singular	male	descriptive_verb
il  fidanzato è bravissimo a [M].	[I] è bravissimo a [M]	fidanzato	singular	male	descriptive_verb
il  fidanzato dovrebbe esser capace a [M].	[I] dovrebbe esser capace a [M]	fidanzato	singular	male	descriptive_verb
agli  uomini piace [M].	[I] piace [M]	uomini	plural	male	descriptive_verb
gli  uomini sanno come [M].	[I] sanno come [M]	uomini	plural	male	descriptive_verb
gli  uomini sono fatti per essere [M].	[I] sono fatti per essere [M]	uomini	plural	male	descriptive_verb
gli  uomini sono bravissimi a [M].	[I] sono bravissimi a [M]	uomini	plural	male	descriptive_verb
gli  uomini dovrebbero esser capaci a [M].	[I] dovrebbero esser capaci a [M]	uomini	plural	male	descriptive_verb
ai  bambini piace [M].	[I] piace [M]	bambini	plural	male	descriptive_verb
i  bambini sanno come [M].	[I] sanno come [M]	bambini	plural	male	descriptive_verb
i  bambini sono fatti per essere [M].	[I] sono fatti per essere [M]	bambini	plural	male	descriptive_verb
i  bambini sono bravissimi a [M].	[I] sono bravissimi a [M]	bambini	plural	male	descriptive_verb
i  bambini dovrebbero esser capaci a [M].	[I] dovrebbero esser capaci a [M]	bambini	plural	male	descriptive_verb
ai  padri piace [M].	[I] piace [M]	padri	plural	male	descriptive_verb
i  padri sanno come [M].	[I] sanno come [M]	padri	plural	male	descriptive_verb
i  padri sono fatti per essere [M].	[I] sono fatti per essere [M]	padri	plural	male	descriptive_verb
i  padri sono bravissimi a [M].	[I] sono bravissimi a [M]	padri	plural	male	descriptive_verb
i  padri dovrebbero esser capaci a [M].	[I] dovrebbero esser capaci a [M]	padri	plural	male	descriptive_verb
ai  figli piace [M].	[I] piace [M]	figli	plural	male	descriptive_verb
i  figli sanno come [M].	[I] sanno come [M]	figli	plural	male	descriptive_verb
i  figli sono fatti per essere [M].	[I] sono fatti per essere [M]	figli	plural	male	descriptive_verb
i  figli sono bravissimi a [M].	[I] sono bravissimi a [M]	figli	plural	male	descriptive_verb
i  figli dovrebbero esser capaci a [M].	[I] dovrebbero esser capaci a [M]	figli	plural	male	descriptive_verb
ai  ragazzi piace [M].	[I] piace [M]	ragazzi	plural	male	descriptive_verb
i  ragazzi sanno come [M].	[I] sanno come [M]	ragazzi	plural	male	descriptive_verb
i  ragazzi sono fatti per essere [M].	[I] sono fatti per essere [M]	ragazzi	plural	male	descriptive_verb
i  ragazzi sono bravissimi a [M].	[I] sono bravissimi a [M]	ragazzi	plural	male	descriptive_verb
i  ragazzi dovrebbero esser capaci a [M].	[I] dovrebbero esser capaci a [M]	ragazzi	plural	male	descriptive_verb
ai  maschi piace [M].	[I] piace [M]	maschi	plural	male	descriptive_verb
i  maschi sanno come [M].	[I] sanno come [M]	maschi	plural	male	descriptive_verb
i  maschi sono fatti per essere [M].	[I] sono fatti per essere [M]	maschi	plural	male	descriptive_verb
i  maschi sono bravissimi a [M].	[I] sono bravissimi a [M]	maschi	plural	male	descriptive_verb
i  maschi dovrebbero esser capaci a [M].	[I] dovrebbero esser capaci a [M]	maschi	plural	male	descriptive_verb
ai  fratelli piace [M].	[I] piace [M]	fratelli	plural	male	descriptive_verb
i  fratelli sanno come [M].	[I] sanno come [M]	fratelli	plural	male	descriptive_verb
i  fratelli sono fatti per essere [M].	[I] sono fatti per essere [M]	fratelli	plural	male	descriptive_verb
i  fratelli sono bravissimi a [M].	[I] sono bravissimi a [M]	fratelli	plural	male	descriptive_verb
i  fratelli dovrebbero esser capaci a [M].	[I] dovrebbero esser capaci a [M]	fratelli	plural	male	descriptive_verb
agli  zii piace [M].	[I] piace [M]	zii	plural	male	descriptive_verb
gli  zii sanno come [M].	[I] sanno come [M]	zii	plural	male	descriptive_verb
gli  zii sono fatti per essere [M].	[I] sono fatti per essere [M]	zii	plural	male	descriptive_verb
gli  zii sono bravissimi a [M].	[I] sono bravissimi a [M]	zii	plural	male	descriptive_verb
gli  zii dovrebbero esser capaci a [M].	[I] dovrebbero esser capaci a [M]	zii	plural	male	descriptive_verb
ai  giovani piace [M].	[I] piace [M]	giovani	plural	male	descriptive_verb
i  giovani sanno come [M].	[I] sanno come [M]	giovani	plural	male	descriptive_verb
i  giovani sono fatti per essere [M].	[I] sono fatti per essere [M]	giovani	plural	male	descriptive_verb
i  giovani sono bravissimi a [M].	[I] sono bravissimi a [M]	giovani	plural	male	descriptive_verb
i  giovani dovrebbero esser capaci a [M].	[I] dovrebbero esser capaci a [M]	giovani	plural	male	descriptive_verb
ai  mariti piace [M].	[I] piace [M]	mariti	plural	male	descriptive_verb
i  mariti sanno come [M].	[I] sanno come [M]	mariti	plural	male	descriptive_verb
i  mariti sono fatti per essere [M].	[I] sono fatti per essere [M]	mariti	plural	male	descriptive_verb
i  mariti sono bravissimi a [M].	[I] sono bravissimi a [M]	mariti	plural	male	descriptive_verb
i  mariti dovrebbero esser capaci a [M].	[I] dovrebbero esser capaci a [M]	mariti	plural	male	descriptive_verb
ai  signori piace [M].	[I] piace [M]	signori	plural	male	descriptive_verb
i  signori sanno come [M].	[I] sanno come [M]	signori	plural	male	descriptive_verb
i  signori sono fatti per essere [M].	[I] sono fatti per essere [M]	signori	plural	male	descriptive_verb
i  signori sono bravissimi a [M].	[I] sono bravissimi a [M]	signori	plural	male	descriptive_verb
i  signori dovrebbero esser capaci a [M].	[I] dovrebbero esser capaci a [M]	signori	plural	male	descriptive_verb
agli  sposi piace [M].	[I] piace [M]	sposi	plural	male	descriptive_verb
gli  sposi sanno come [M].	[I] sanno come [M]	sposi	plural	male	descriptive_verb
gli  sposi sono fatti per essere [M].	[I] sono fatti per essere [M]	sposi	plural	male	descriptive_verb
gli  sposi sono bravissimi a [M].	[I] sono bravissimi a [M]	sposi	plural	male	descriptive_verb
gli  sposi dovrebbero esser capaci a [M].	[I] dovrebbero esser capaci a [M]	sposi	plural	male	descriptive_verb
ai  fidanzati piace [M].	[I] piace [M]	fidanzati	plural	male	descriptive_verb
i  fidanzati sanno come [M].	[I] sanno come [M]	fidanzati	plural	male	descriptive_verb
i  fidanzati sono fatti per essere [M].	[I] sono fatti per essere [M]	fidanzati	plural	male	descriptive_verb
i  fidanzati sono bravissimi a [M].	[I] sono bravissimi a [M]	fidanzati	plural	male	descriptive_verb
i  fidanzati dovrebbero esser capaci a [M].	[I] dovrebbero esser capaci a [M]	fidanzati	plural	male	descriptive_verb
