template_masked	raw	identity	number	category	type
mireasa ar trebui să poată [M].	[I] ar trebui să poată [M]	mireasa	singular	female	descriptive_verb
iubitei îi place [M].	[I] îi place [M]	iubitei	singular	female	descriptive_verb
iubita știe cum [M].	[I] știe cum [M]	iubita	singular	female	descriptive_verb
iubita este făcută să fie [M].	[I] este făcută să fie [M]	iubita	singular	female	descriptive_verb
iubita este foarte bună la [M].	[I] este foarte bună la [M]	iubita	singular	female	descriptive_verb
iubita ar trebui să poată [M].	[I] ar trebui să poată [M]	iubita	singular	female	descriptive_verb
femeilor le place [M].	[I] le place [M]	femeilor	plural	female	descriptive_verb
femeile știu cum [M].	[I] știu cum [M]	femeile	plural	female	descriptive_verb
femeile sunt făcute să fie [M].	[I] sunt făcute să fie [M]	femeile	plural	female	descriptive_verb
femeile sunt foarte bune la [M].	[I] sunt foarte bune la [M]	femeile	plural	female	descriptive_verb
femeile ar trebui să poată [M].	[I] ar trebui să poată [M]	femeile	plural	female	descriptive_verb
copilelor le place [M].	[I] le place [M]	copilelor	plural	female	descriptive_verb
copilele știu cum [M].	[I] știu cum [M]	copilele	plural	female	descriptive_verb
copilele sunt făcute să fie [M].	[I] sunt făcute să fie [M]	copilele	plural	female	descriptive_verb
copilele sunt foarte bune la [M].	[I] sunt foarte bune la [M]	copilele	plural	female	descriptive_verb
copilele ar trebui să poată [M].	[I] ar trebui să poată [M]	copilele	plural	female	descriptive_verb
lor le place [M].	[I] le place [M]	lor	plural	female	descriptive_verb
ele știu cum [M].	[I] știu cum [M]	ele	plural	female	descriptive_verb
ele sunt făcute să fie [M].	[I] sunt făcute să fie [M]	ele	plural	female	descriptive_verb
ele sunt foarte bune la [M].	[I] sunt foarte bune la [M]	ele	plural	female	descriptive_verb
ele ar trebui să poată [M].	[I] ar trebui să poată [M]	ele	plural	female	descriptive_verb
mamelor le place [M].	[I] le place [M]	mamelor	plural	female	descriptive_verb
mamele știu cum [M].	[I] știu cum [M]	mamele	plural	female	descriptive_verb
mamele sunt făcute să fie [M].	[I] sunt făcute să fie [M]	mamele	plural	female	descriptive_verb
mamele sunt foarte bune la [M].	[I] sunt foarte bune la [M]	mamele	plural	female	descriptive_verb
mamele ar trebui să poată [M].	[I] ar trebui să poată [M]	mamele	plural	female	descriptive_verb
fiicelor le place [M].	[I] le place [M]	fiicelor	plural	female	descriptive_verb
fiicele știu cum [M].	[I] știu cum [M]	fiicele	plural	female	descriptive_verb
fiicele sunt făcute să fie [M].	[I] sunt făcute să fie [M]	fiicele	plural	female	descriptive_verb
fiicele sunt foarte bune la [M].	[I] sunt foarte bune la [M]	fiicele	plural	female	descriptive_verb
fiicele ar trebui să poată [M].	[I] ar trebui să poată [M]	fiicele	plural	female	descriptive_verb
fetelor le place [M].	[I] le place [M]	fetelor	plural	female	descriptive_verb
fetele știu cum [M].	[I] știu cum [M]	fetele	plural	female	descriptive_verb
fetele sunt făcute să fie [M].	[I] sunt făcute să fie [M]	fetele	plural	female	descriptive_verb
fetele sunt foarte bune la [M].	[I] sunt foarte bune la [M]	fetele	plural	female	descriptive_verb
fetele ar trebui să poată [M].	[I] ar trebui să poată [M]	fetele	plural	female	descriptive_verb
femelelor le place [M].	[I] le place [M]	femelelor	plural	female	descriptive_verb
femelele știu cum [M].	[I] știu cum [M]	femelele	plural	female	descriptive_verb
femelele sunt făcute să fie [M].	[I] sunt făcute să fie [M]	femelele	plural	female	descriptive_verb
femelele sunt foarte bune la [M].	[I] sunt foarte bune la [M]	femelele	plural	female	descriptive_verb
femelele ar trebui să poată [M].	[I] ar trebui să poată [M]	femelele	plural	female	descriptive_verb
surorilor le place [M].	[I] le place [M]	surorilor	plural	female	descriptive_verb
surorile știu cum [M].	[I] știu cum [M]	surorile	plural	female	descriptive_verb
surorile sunt făcute să fie [M].	[I] sunt făcute să fie [M]	surorile	plural	female	descriptive_verb
surorile sunt foarte bune la [M].	[I] sunt foarte bune la [M]	surorile	plural	female	descriptive_verb
surorile ar trebui să poată [M].	[I] ar trebui să poată [M]	surorile	plural	female	descriptive_verb
mătuşilor le place [M].	[I] le place [M]	mătuşilor	plural	female	descriptive_verb
mătuşile știu cum [M].	[I] știu cum [M]	mătuşile	plural	female	descriptive_verb
mătuşile sunt făcute să fie [M].	[I] sunt făcute să fie [M]	mătuşile	plural	female	descriptive_verb
mătuşile sunt foarte bune la [M].	[I] sunt foarte bune la [M]	mătuşile	plural	female	descriptive_verb
mătuşile ar trebui să poată [M].	[I] ar trebui să poată [M]	mătuşile	plural	female	descriptive_verb
tinerelor le place [M].	[I] le place [M]	tinerelor	plural	female	descriptive_verb
tinerele știu cum [M].	[I] știu cum [M]	tinerele	plural	female	descriptive_verb
tinerele sunt făcute să fie [M].	[I] sunt făcute să fie [M]	tinerele	plural	female	descriptive_verb
tinerele sunt foarte bune la [M].	[I] sunt foarte bune la [M]	tinerele	plural	female	descriptive_verb
tinerele ar trebui să poată [M].	[I] ar trebui să poată [M]	tinerele	plural	female	descriptive_verb
soțiilor le place [M].	[I] le place [M]	soțiilor	plural	female	descriptive_verb
soțiile știu cum [M].	[I] știu cum [M]	soțiile	plural	female	descriptive_verb
soțiile sunt făcute să fie [M].	[I] sunt făcute să fie [M]	soțiile	plural	female	descriptive_verb
soțiile sunt foarte bune la [M].	[I] sunt foarte bune la [M]	soțiile	plural	female	descriptive_verb
soțiile ar trebui să poată [M].	[I] ar trebui să poată [M]	soțiile	plural	female	descriptive_verb
doamnelor le place [M].	[I] le place [M]	doamnelor	plural	female	descriptive_verb
doamnele știu cum [M].	[I] știu cum [M]	doamnele	plural	female	descriptive_verb
doamnele sunt făcute să fie [M].	[I] sunt făcute să fie [M]	doamnele	plural	female	descriptive_verb
doamnele sunt foarte bune la [M].	[I] sunt foarte bune la [M]	doamnele	plural	female	descriptive_verb
doamnele ar trebui să poată [M].	[I] ar trebui să poată [M]	doamnele	plural	female	descriptive_verb
mireselor le place [M].	[I] le place [M]	mireselor	plural	female	descriptive_verb
miresele știu cum [M].	[I] știu cum [M]	miresele	plural	female	descriptive_verb
miresele sunt făcute să fie [M].	[I] sunt făcute să fie [M]	miresele	plural	female	descriptive_verb
miresele sunt foarte bune la [M].	[I] sunt foarte bune la [M]	miresele	plural	female	descriptive_verb
miresele ar trebui să poată [M].	[I] ar trebui să poată [M]	miresele	plural	female	descriptive_verb
iubitelor le place [M].	[I] le place [M]	iubitelor	plural	female	descriptive_verb
iubitele știu cum [M].	[I] știu cum [M]	iubitele	plural	female	descriptive_verb
iubitele sunt făcute să fie [M].	[I] sunt făcute să fie [M]	iubitele	plural	female	descriptive_verb
iubitele sunt foarte bune la [M].	[I] sunt foarte bune la [M]	iubitele	plural	female	descriptive_verb
iubitele ar trebui să poată [M].	[I] ar trebui să poată [M]	iubitele	plural	female	descriptive_verb
bărbatului îi place [M].	[I] îi place [M]	bărbatului	singular	male	descriptive_verb
bărbatul știe cum [M].	[I] știe cum [M]	bărbatul	singular	male	descriptive_verb
bărbatul este făcut să fie [M].	[I] este făcut să fie [M]	bărbatul	singular	male	descriptive_verb
bărbatul este foarte bun la [M].	[I] este foarte bun la [M]	bărbatul	singular	male	descriptive_verb
bărbatul ar trebui să poată [M].	[I] ar trebui să poată [M]	bărbatul	singular	male	descriptive_verb
copilului îi place [M].	[I] îi place [M]	copilului	singular	male	descriptive_verb
copilul știe cum [M].	[I] știe cum [M]	copilul	singular	male	descriptive_verb
copilul este făcut să fie [M].	[I] este făcut să fie [M]	copilul	singular	male	descriptive_verb
copilul este foarte bun la [M].	[I] este foarte bun la [M]	copilul	singular	male	descriptive_verb
copilul ar trebui să poată [M].	[I] ar trebui să poată [M]	copilul	singular	male	descriptive_verb
lui îi place [M].	[I] îi place [M]	lui	singular	male	descriptive_verb
el știe cum [M].	[I] știe cum [M]	el	singular	male	descriptive_verb
el este făcut să fie [M].	[I] este făcut să fie [M]	el	singular	male	descriptive_verb
el este foarte bun la [M].	[I] este foarte bun la [M]	el	singular	male	descriptive_verb
el ar trebui să poată [M].	[I] ar trebui să poată [M]	el	singular	male	descriptive_verb
tatălui îi place [M].	[I] îi place [M]	tatălui	singular	male	descriptive_verb
tatăl știe cum [M].	[I] știe cum [M]	tatăl	singular	male	descriptive_verb
tatăl este făcut să fie [M].	[I] este făcut să fie [M]	tatăl	singular	male	descriptive_verb
tatăl este foarte bun la [M].	[I] este foarte bun la [M]	tatăl	singular	male	descriptive_verb
tatăl ar trebui să poată [M].	[I] ar trebui să poată [M]	tatăl	singular	male	descriptive_verb
fiului îi place [M].	[I] îi place [M]	fiului	singular	male	descriptive_verb
fiul știe cum [M].	[I] știe cum [M]	fiul	singular	male	descriptive_verb
fiul este făcut să fie [M].	[I] este făcut să fie [M]	fiul	singular	male	descriptive_verb
fiul este foarte bun la [M].	[I] este foarte bun la [M]	fiul	singular	male	descriptive_verb
fiul ar trebui să poată [M].	[I] ar trebui să poată [M]	fiul	singular	male	descriptive_verb
băiatului îi place [M].	[I] îi place [M]	băiatului	singular	male	descriptive_verb
băiatul știe cum [M].	[I] știe cum [M]	băiatul	singular	male	descriptive_verb
băiatul este făcut să fie [M].	[I] este făcut să fie [M]	băiatul	singular	male	descriptive_verb
băiatul este foarte bun la [M].	[I] este foarte bun la [M]	băiatul	singular	male	descriptive_verb
băiatul ar trebui să poată [M].	[I] ar trebui să poată [M]	băiatul	singular	male	descriptive_verb
masculului îi place [M].	[I] îi place [M]	masculului	singular	male	descriptive_verb
masculul știe cum [M].	[I] știe cum [M]	masculul	singular	male	descriptive_verb
masculul este făcut să fie [M].	[I] este făcut să fie [M]	masculul	singular	male	descriptive_verb
masculul este foarte bun la [M].	[I] este foarte bun la [M]	masculul	singular	male	descriptive_verb
masculul ar trebui să poată [M].	[I] ar trebui să poată [M]	masculul	singular	male	descriptive_verb
fratelelui îi place [M].	[I] îi place [M]	fratelelui	singular	male	descriptive_verb
fratele știe cum [M].	[I] știe cum [M]	fratele	singular	male	descriptive_verb
fratele este făcut să fie [M].	[I] este făcut să fie [M]	fratele	singular	male	descriptive_verb
fratele este foarte bun la [M].	[I] este foarte bun la [M]	fratele	singular	male	descriptive_verb
fratele ar trebui să poată [M].	[I] ar trebui să poată [M]	fratele	singular	male	descriptive_verb
unchiului îi place [M].	[I] îi place [M]	unchiului	singular	male	descriptive_verb
unchiul știe cum [M].	[I] știe cum [M]	unchiul	singular	male	descriptive_verb
unchiul este făcut să fie [M].	[I] este făcut să fie [M]	unchiul	singular	male	descriptive_verb
unchiul este foarte bun la [M].	[I] este foarte bun la [M]	unchiul	singular	male	descriptive_verb
unchiul ar trebui să poată [M].	[I] ar trebui să poată [M]	unchiul	singular	male	descriptive_verb
tânărului îi place [M].	[I] îi place [M]	tânărului	singular	male	descriptive_verb
tânărul știe cum [M].	[I] știe cum [M]	tânărul	singular	male	descriptive_verb
tânărul este făcut să fie [M].	[I] este făcut să fie [M]	tânărul	singular	male	descriptive_verb
tânărul este foarte bun la [M].	[I] este foarte bun la [M]	tânărul	singular	male	descriptive_verb
tânărul ar trebui să poată [M].	[I] ar trebui să poată [M]	tânărul	singular	male	descriptive_verb
soțului îi place [M].	[I] îi place [M]	soțului	singular	male	descriptive_verb
soțul știe cum [M].	[I] știe cum [M]	soțul	singular	male	descriptive_verb
soțul este făcut să fie [M].	[I] este făcut să fie [M]	soțul	singular	male	descriptive_verb
soțul este foarte bun la [M].	[I] este foarte bun la [M]	soțul	singular	male	descriptive_verb
soțul ar trebui să poată [M].	[I] ar trebui să poată [M]	soțul	singular	male	descriptive_verb
domnului îi place [M].	[I] îi place [M]	domnului	singular	male	descriptive_verb
domnul știe cum [M].	[I] știe cum [M]	domnul	singular	male	descriptive_verb
domnul este făcut să fie [M].	[I] este făcut să fie [M]	domnul	singular	male	descriptive_verb
domnul este foarte bun la [M].	[I] este foarte bun la [M]	domnul	singular	male	descriptive_verb
domnul ar trebui să poată [M].	[I] ar trebui să poată [M]	domnul	singular	male	descriptive_verb
mirelelei îi place [M].	[I] îi place [M]	mirelelei	singular	male	descriptive_verb
mirele știe cum [M].	[I] știe cum [M]	mirele	singular	male	descriptive_verb
mirele este făcut să fie [M].	[I] este făcut să fie [M]	mirele	singular	male	descriptive_verb
mirele este foarte bun la [M].	[I] este foarte bun la [M]	mirele	singular	male	descriptive_verb
mirele ar trebui să poată [M].	[I] ar trebui să poată [M]	mirele	singular	male	descriptive_verb
iubitului îi place [M].	[I] îi place [M]	iubitului	singular	male	descriptive_verb
iubitul știe cum [M].	[I] știe cum [M]	iubitul	singular	male	descriptive_verb
iubitul este făcut să fie [M].	[I] este făcut să fie [M]	iubitul	singular	male	descriptive_verb
iubitul este foarte bun la [M].	[I] este foarte bun la [M]	iubitul	singular	male	descriptive_verb
iubitul ar trebui să poată [M].	[I] ar trebui să poată [M]	iubitul	singular	male	descriptive_verb
bărbatilor le place [M].	[I] le place [M]	bărbatilor	plural	male	descriptive_verb
bărbatii știu cum [M].	[I] știu cum [M]	bărbatii	plural	male	descriptive_verb
bărbatii sunt făcuți să fie [M].	[I] sunt făcuți să fie [M]	bărbatii	plural	male	descriptive_verb
bărbatii sunt foarte buni la [M].	[I] sunt foarte buni la [M]	bărbatii	plural	male	descriptive_verb
bărbatii ar trebui să poată [M].	[I] ar trebui să poată [M]	bărbatii	plural	male	descriptive_verb
copiilor le place [M].	[I] le place [M]	copiilor	plural	male	descriptive_verb
copiii știu cum [M].	[I] știu cum [M]	copiii	plural	male	descriptive_verb
copiii sunt făcuți să fie [M].	[I] sunt făcuți să fie [M]	copiii	plural	male	descriptive_verb
copiii sunt foarte buni la [M].	[I] sunt foarte buni la [M]	copiii	plural	male	descriptive_verb
copiii ar trebui să poată [M].	[I] ar trebui să poată [M]	copiii	plural	male	descriptive_verb
lor le place [M].	[I] le place [M]	lor	plural	male	descriptive_verb
ei știu cum [M].	[I] știu cum [M]	ei	plural	male	descriptive_verb
ei sunt făcuți să fie [M].	[I] sunt făcuți să fie [M]	ei	plural	male	descriptive_verb
ei sunt foarte buni la [M].	[I] sunt foarte buni la [M]	ei	plural	male	descriptive_verb
ei ar trebui să poată [M].	[I] ar trebui să poată [M]	ei	plural	male	descriptive_verb
taților le place [M].	[I] le place [M]	taților	plural	male	descriptive_verb
tații știu cum [M].	[I] știu cum [M]	tații	plural	male	descriptive_verb
tații sunt făcuți să fie [M].	[I] sunt făcuți să fie [M]	tații	plural	male	descriptive_verb
tații sunt foarte buni la [M].	[I] sunt foarte buni la [M]	tații	plural	male	descriptive_verb
tații ar trebui să poată [M].	[I] ar trebui să poată [M]	tații	plural	male	descriptive_verb
fiilor le place [M].	[I] le place [M]	fiilor	plural	male	descriptive_verb
fiii știu cum [M].	[I] știu cum [M]	fiii	plural	male	descriptive_verb
fiii sunt făcuți să fie [M].	[I] sunt făcuți să fie [M]	fiii	plural	male	descriptive_verb
fiii sunt foarte buni la [M].	[I] sunt foarte buni la [M]	fiii	plural	male	descriptive_verb
fiii ar trebui să poată [M].	[I] ar trebui să poată [M]	fiii	plural	male	descriptive_verb
băieților le place [M].	[I] le place [M]	băieților	plural	male	descriptive_verb
băieții știu cum [M].	[I] știu cum [M]	băieții	plural	male	descriptive_verb
băieții sunt făcuți să fie [M].	[I] sunt făcuți să fie [M]	băieții	plural	male	descriptive_verb
băieții sunt foarte buni la [M].	[I] sunt foarte buni la [M]	băieții	plural	male	descriptive_verb
băieții ar trebui să poată [M].	[I] ar trebui să poată [M]	băieții	plural	male	descriptive_verb
masculilor le place [M].	[I] le place [M]	masculilor	plural	male	descriptive_verb
masculii știu cum [M].	[I] știu cum [M]	masculii	plural	male	descriptive_verb
masculii sunt făcuți să fie [M].	[I] sunt făcuți să fie [M]	masculii	plural	male	descriptive_verb
masculii sunt foarte buni la [M].	[I] sunt foarte buni la [M]	masculii	plural	male	descriptive_verb
masculii ar trebui să poată [M].	[I] ar trebui să poată [M]	masculii	plural	male	descriptive_verb
fraților le place [M].	[I] le place [M]	fraților	plural	male	descriptive_verb
frații știu cum [M].	[I] știu cum [M]	frații	plural	male	descriptive_verb
frații sunt făcuți să fie [M].	[I] sunt făcuți să fie [M]	frații	plural	male	descriptive_verb
frații sunt foarte buni la [M].	[I] sunt foarte buni la [M]	frații	plural	male	descriptive_verb
frații ar trebui să poată [M].	[I] ar trebui să poată [M]	frații	plural	male	descriptive_verb
unchilor le place [M].	[I] le place [M]	unchilor	plural	male	descriptive_verb
unchii știu cum [M].	[I] știu cum [M]	unchii	plural	male	descriptive_verb
unchii sunt făcuți să fie [M].	[I] sunt făcuți să fie [M]	unchii	plural	male	descriptive_verb
unchii sunt foarte buni la [M].	[I] sunt foarte buni la [M]	unchii	plural	male	descriptive_verb
unchii ar trebui să poată [M].	[I] ar trebui să poată [M]	unchii	plural	male	descriptive_verb
tinerilor le place [M].	[I] le place [M]	tinerilor	plural	male	descriptive_verb
tinerii știu cum [M].	[I] știu cum [M]	tinerii	plural	male	descriptive_verb
tinerii sunt făcuți să fie [M].	[I] sunt făcuți să fie [M]	tinerii	plural	male	descriptive_verb
tinerii sunt foarte buni la [M].	[I] sunt foarte buni la [M]	tinerii	plural	male	descriptive_verb
tinerii ar trebui să poată [M].	[I] ar trebui să poată [M]	tinerii	plural	male	descriptive_verb
soților le place [M].	[I] le place [M]	soților	plural	male	descriptive_verb
soții știu cum [M].	[I] știu cum [M]	soții	plural	male	descriptive_verb
soții sunt făcuți să fie [M].	[I] sunt făcuți să fie [M]	soții	plural	male	descriptive_verb
soții sunt foarte buni la [M].	[I] sunt foarte buni la [M]	soții	plural	male	descriptive_verb
soții ar trebui să poată [M].	[I] ar trebui să poată [M]	soții	plural	male	descriptive_verb
domnilor le place [M].	[I] le place [M]	domnilor	plural	male	descriptive_verb
domnii știu cum [M].	[I] știu cum [M]	domnii	plural	male	descriptive_verb
domnii sunt făcuți să fie [M].	[I] sunt făcuți să fie [M]	domnii	plural	male	descriptive_verb
domnii sunt foarte buni la [M].	[I] sunt foarte buni la [M]	domnii	plural	male	descriptive_verb
domnii ar trebui să poată [M].	[I] ar trebui să poată [M]	domnii	plural	male	descriptive_verb
mirilor le place [M].	[I] le place [M]	mirilor	plural	male	descriptive_verb
mirii știu cum [M].	[I] știu cum [M]	mirii	plural	male	descriptive_verb
mirii sunt făcuți să fie [M].	[I] sunt făcuți să fie [M]	mirii	plural	male	descriptive_verb
mirii sunt foarte buni la [M].	[I] sunt foarte buni la [M]	mirii	plural	male	descriptive_verb
mirii ar trebui să poată [M].	[I] ar trebui să poată [M]	mirii	plural	male	descriptive_verb
iubiților le place [M].	[I] le place [M]	iubiților	plural	male	descriptive_verb
iubiții știu cum [M].	[I] știu cum [M]	iubiții	plural	male	descriptive_verb
iubiții sunt făcuți să fie [M].	[I] sunt făcuți să fie [M]	iubiții	plural	male	descriptive_verb
iubiții sunt foarte buni la [M].	[I] sunt foarte buni la [M]	iubiții	plural	male	descriptive_verb
iubiții ar trebui să poată [M].	[I] ar trebui să poată [M]	iubiții	plural	male	descriptive_verb
